Customer_ID,star rating,Day,Month,Year, Seat Type,Departure,Arrival,Via,traveler_types,country,status,reviews
2045,1,19,January,2016,Business Class,LHR , MBJ , ATL      ,Solo Leisure,United States,Not Specified,"I took this Delta Air Lines St Louis to Atlanta flight on 24 December 2015 to visit my family in Puerto Rico. My first stop was in Atlanta and we were supposed to land there at 8:30am. I was supposed to arrive at Puerto Rico at 2:12pm but we finished landing at 9:30pm. We were stocked in Huntsville, AL airport about 3.5inside the airplane. First because there was a thunderstorm in Atlanta, and that's totally comprehensible because it was for our safety, but then after 2 hours the airplane got a mechanical problem and when we finally were supposed to fly back to Atlanta, they kept us waiting for an additional 1.5 hours. At first they offered us water and snacks (first 30 minutes wait), but then we were there hungry, uncomfortable, without any Wi-Fi connection, and they did not offer us anything. Not a refund, not a meal, nothing. It was a very unpleasant experience and I understand that bad weather conditions is not Delta's fault, they do not have any control on it and they did everything to keep us safe that day. However, if they knew there was a mechanical problem in the airplane, I would expect at least that they change us to a different airplane or if it is a minor problem but they would keep us waiting for more time, have the consideration to offer us something in return for that wait, it could be a meal because that is a proper way to treat your clients, not keep them there in that condition inside the airplane for such a long time."
2046,10,18,January,2016,Economy Class,PDX , MCO , ATL      ,Business,United States,Not Specified,"I've frequently flown First and Business Class on American Airlines so I was keen to experience Delta's Premium product, flying from Salt Lake City to Paris CDG. Beginning with the boarding process, we boarded slightly late. Then with no notice they started boarding us. I was welcomed on board and made my way to the seat. The seat and private space was smaller than I am used to from flying with AA, but it is also a smaller aircraft. The seat offered a full recline, duvet and pillow. I found the seat fairly comfortable and although there was a massage function, it wasn't very effective. I also found there to be very little space to store anything small in the seat. Additional there was no call button for the crew. I was provided an amenity kit which was a very nice Tumi case. After settling in I was offered a drink. The TV display was smaller than I expected with an adequate range of entertainment. The aircraft was WIFI equipped. After take-off I was offered a hot-towel and had my drink order taken, then served a very nice dinner which I could chose from a menu. I found the cabin crew of a very high standard, they went above and beyond and made sure every request was taken care of quickly. This was probably one of the most professional premium class crew I have had the pleasure of experiencing. Unfortunately for breakfast they had run out of the choice I wanted even though the cabin was only 1/4 full. Nonetheless the crew made sure they did whatever they could. I was particularly impressed that I was offered a selection of teas."
2047,6,18,January,2016,Economy Class,GRB , SLC , ATL/MSP      ,Solo Leisure,Sweden,Not Specified,"Flew Delta Air Lines from Amsterdam to Seattle (A330), Seattle to Las Vegas (CR9) and Phoenix to Atlanta (Boeing 757-200). A solid 3 star performance. The flights were on time and clean planes. Edible food, but nothing to write home about. Coffee really bad - but than I think so of 95% of the coffee I get in the US, because I'm used to much stronger. Would use Delta again if price is right."
2048,10,18,January,2016,Economy Class,AUS , BOS , ATL      ,Couple Leisure,United Kingdom,Not Specified,"Have flown Delta before and had problems, but this flight from Amsterdam to New York JFK was fine. Prompt service drinks not long after take off, good selection including spirits on the flight. Snacks served with drinks and then meal service after this. Another few drinks services, ice cream and a snack before landing. Crew were pleasant enough. Decent entertainment onboard with radio channels. On time flights and no delays."
2049,7,14,January,2016,Economy Class,MCO , XMD , ATL      ,Solo Leisure,United States,Not Specified,"When I have flown with Delta in the past, the comfort of the actual flight was great. The customer service, however, is a nightmare. I booked a roundtrip flight, and then had to cancel because of scheduling. I cancelled my entire flight within 30 minutes of booking it. I called Delta to confirm I had cancelled and would receive a full refund. The service agent told me everything was confirmed and I would receive a full refund because it was within 24 hours. 8 days went by and I hadn't received a refund yet. I called Delta on 3 different days and was hung up on, transferred, put on hold, and hung up again on multiple times. The third day, I finally got a hold of a real person and told her my predicament.  She said ""That did not occur. That confirmation number you gave me doesn't exist. You'll have to apply for a refund through the website and then it will be up to the auditor's discretion whether or not you receive a refund."" I said, ""But now it's been 8 days, so the auditor will refuse to refund me. I cancelled it within 24 hours - in fact, within one hour - and received confirmation that I did. Are you seriously telling me that whoever I spoke to 8 days ago was just making stuff up and now I'm just out $1200 for no reason?"" She was condescending and cruel, cutting me off. Her official response was that what I was saying never happened and there was nothing anyone could do. All I could do was apply for a refund and the rest was up to the auditor. If I had been able to reach a live person one of the other days I had called, or if the person I had spoken to that night had actually confirmed my cancellation, I would have $684.70 to pay other bills.  $684.70 is way too much money for me to just lose. Delta's customer service is a joke."
2050,9,14,January,2016,Economy Class,LGA , SYR        ,Direct Flight,Family Leisure,Costa Rica,Not Specified,"San JosÃ©, Costa Rica to Los Ãngeles with Delta Air Lines. Today we wait, inside the airplane for 3 hours, the delay was because, the Captain said, first for an electronic problem, and second because of the wind they had to pull out luggage for overweight. We lost the connection, and we lost one day of our vacation. Flight on Delta never again."
2051,10,14,January,2016,Economy Class,SYR , BOS , JFK      ,Business,United States,Not Specified,Flight from Appleton delayed because of weather and arrived at 7:40pm at Detroit. Missed connecting flight that was to leave at 7:50 because they would not hold flight by 8 minutes since I had to get plane side checked baggage and transfer. Top it all off there was no more flights out that night and if I wanted to stay in a hotel they offered nothing to accommodate. Just another example of Delta's poor customer service and a lost customer for future flights.
2052,8,12,January,2016,Premium Economy,MSO , SEA        ,Direct Flight,Business,United States,Not Specified,"Expect delays. My last Delta Air Lines flight was no exception. On my flight from Greater Rochester into RDU, my flight was delayed due to weather. It took me half an hour to find a Delta rep to help me at La Guardia. Upon finally finding a rep, she was rude and unhelpful. I ended up leaving her presence in tears! I was exhausted, frustrated and stressed and all I wanted was a little assistance finding a place to stay in NYC. She just repeated ""Ain't my problem. I don't control the weather."" Over and over. This was a manager by the way. A TSA agent felt the need to apologize on her behalf! For something also out of my control - I had to eat the hotel charge. I paid more for the 2 hours I slept at the hotel than I did for my entire flight. But per Delta, not their problem. I fly with Delta twice a month. I have one more flight with them (already booked) and then my business goes elsewhere."
2053,5,12,January,2016,Premium Economy,LHR , CUN , ATL      ,Business,United States,Not Specified,"I booked from New York to Zurich return with my wife and paid Comfort Class - as Delta advertise, better seats food, unlimited drinks and great entertainment for this. The true was only that the seats are more comfortable than regular economy class. Food was the same chicken and pasta, very small portion. Glass of wine and if you are lucky to get staff's attention later you might get another. Entertainment was mostly old movies with a very small monitor. Delta advertising is misleading and it not worth paying additional money for the Comfort class."
2054,8,11,January,2016,Economy Class,AMS , MEX , ATL      ,Business,United States,Not Specified,"Delta's skymiles program is a joke. I am a silver medallion member and a skymiles representative recently told me that I had until Jan 31st to accrue MQMs and make Gold status. Just recently a different representative told me otherwise and said it ended in December. I purchased an expensive flight from ATL to DEN for Jan 29th (that would have been much cheaper through Southwest) so that I could obtain the status. Now Delta won't allow those miles to count towards my status and they wont provide a refund for my booked trip. I will be using all of my 250,000 miles for free trips and will ditch the AMEX Delta card along with Delta Airlines all together."
2055,1,11,January,2016,First Class,NRT , BKK        ,Direct Flight,Family Leisure,United States,Not Specified,"We arrived at the Charlotte, NC airport around 7:45 am, giving us more than enough time to prepare and check in for our flight out at 9:45 am. To begin our day of misfortune, our flight was delayed due to weather purposes, which is understandable, till around 10:15 am. As we were flying out from Charlotte to our connecting flight in Detroit, we realized that we only had, what we thought, was a 38 minute layover to make it to our next flight out of Detroit. However, as we were leaving the terminal, we learned that the connecting flight was not delayed at all and we had approximately 3 minutes to make it to the gate before the flight began its departure. As I ran ahead and sprinted to the gate to try and save my family and I some grief, I was greeted by a Delta representative who proceeded to inform me that I was to late to get on the flight, even though I could physically see our plane sitting in the loading spot, motionless. So, my family, along with around 15 other people who experienced the same I convienemt timing and planning due to Delta, watched the flight we had payed for depart in front of us. To try to salvage this situation, the crowd of left behind passengers began to congregate to the airlines help kiosk, where we virtually on went to be told that we needed to call and contact a Delta representative about changing flights - even though there was a representative standing right in front of us. To make things even better, once we had finally jumped through enough hoops and made it onto our flight from Detroit to Las Vegas (6 hours later), we were surprised to find out that not only did any of our luggage make it to Las Vegas, but they were sent on a flight that departed 3 hours after we were scheduled to land. So, after speaking with a Delta baggage representative who realistically was no help, my family and probably 5-10 other passengers sat in the Las Vegas terminal for upwards to 3-3 1/2 hours before finally receiving our baggage. Not to mention that all of this was at the expense of us passengers, with the Delta representative claiming that ""there was nothing that they could do"". So thank you Delta airlines for your sincere and top notch service."
2056,8,10,January,2016,First Class,YYZ , PVG , DTW      ,Solo Leisure,United States,Not Specified,Honolulu to Los Angeles and a full red eye flight. The hard working crew were gracious and seats up front most comfortable. I passed on the meal so I could relax and enjoy the IFE. FAs helped a couple quiet their screaming infant who thankfully slept most of the way. Otherwise just a hassle free trip on Delta.
2057,1,10,January,2016,Economy Class,DTW , BNA        ,Direct Flight,Family Leisure,Canada,Not Specified,Our family flew from LAX to BUF via ATL in first class and the service on both flights were outstanding. FA's were working and addressing passenger needs throughout the flight. The lunch served from LAX to ATL was delicious! The Delta app is easy and user friendly. You can even track your checked luggage while you travel. Delta's Glass Bottom feature is so cool. You can virtually see the cities and landmarks that you are passing over while you fly.
2058,1,9,January,2016,Economy Class,SEA , BOG        ,Direct Flight,Family Leisure,Switzerland,Not Specified,"Orlando to Geneva via New York JFK and Amsterdam. KLM / Air France partnering with Delta Air Lines is a joke. Delta has no respect on the travel details for international flights. If you fly Delta expect delays too. Coming to Orlando via Boston, our delay was roughly 11 hours! They only gave us biscuits and a drink. Flying back from Orlando to Amsterdam via New York JFK, I was ask to pay for a special luggage for 100$ which was included in my travel details from KLM. The funny thing is, they allow me fly with it coming to Orlando but they charge me leaving Orlando. Delta does not respect original ticket details from its partner airline."
2059,7,8,January,2016,Premium Economy,CDG , PHL        ,Direct Flight,Family Leisure,United Kingdom,Not Specified,"London to Montego Bay via Atlanta with Delta Air Lines, and it was extremely satisfying service from London to Atlanta. The female cabin crew were amazing on that flight. Inflight entertainment was of a great standard even though lack of music options. Food tastes good and the drinks were coming to me, my family and all the other passengers on a continuous basis. Great flight. Definitely recommend Delta Air Lines."
2060,8,8,January,2016,Economy Class,San Francisco , Toronto       ,Direct Flight,Family Leisure,United States,Not Specified,"Portland to Orlando via Atlanta, and the worst service I have ever received from this airline. I usually fly first class, however I was flying with my 3 year old daughter and wanted to be able to lift the arm rest so we went premium economy. Supposedly, premium economy provides complimentary beverages. On a 4.5 hr flight I consumed 3 units of white wine and several club sodas. The flight attendant then informed me, and everyone within earshot that she ""did not feel comfortable serving me any more alcohol"". I have never experienced this in first class, or coach. When I called to complain about the lack of promised services and the atrociously rude behavior of the flight attendant, I received incredibly rude service and no compensation for the $50 a piece glasses of wine which is what I ended up paying. While my experiences with Delta have been good in the past, I am appalled at the way I was treated tonight and will not be flying Delta anytime soon. If you are trying to decide between first class and premium economy, realize that Delta treats their premium economy passengers worse than their coach passengers."
2061,2,8,January,2016,First Class,TPA , AMS , DTW      ,Family Leisure,United States,Not Specified,"Flew Delta from Green Bay via Atlanta to Salt Lake City on a skiing trip. Returned via Minneapolis. Three of the flights were delayed; the airline did send out updates to the smartphone. The worst delay was the last leg where the flight attendant did not show up for work! The pilot at the gate announced that the flight attendant's phone had been turned off and they were not able to reach the person. Finally, a substitute was found and we were able to complete our journey. Another irritating experience with this trip was that after every segment I received a survey questionnaire on my phone from Delta asking about the flight experience. Not the best time to ask - if only they would focus on consistent service and sticking to the schedule! At least our skis were delivered with us."
2062,8,7,January,2016,Premium Economy,Denver , Seattle        ,Direct Flight,Business,United States,Not Specified,"Paid for First per usual with Delta Air Line on my trip from Austin to Boston via Atlanta. Newer B737-900 to ATL. New seats, cabin was clean, IFE was very good via large screens in FC. Beverages only to ATL. Made trip to Term F. to experience the SKY Club there. Much better lounge with some decent food. Definitely worth the travel between terminals, if you have the time. International config B757 to Boston. Seats are okay, with lots of gadgets and somewhat narrow. I like the storage areas, as there are several and once again the IFE, on a very large screen was very good. A decent lunch, but still substandard in comparison to AA. Decent and professional flight attendants. All flights on time. First bag off. Not a bad trip at all. Overall good value and as I travel often I will travel again."
2063,3,6,January,2016,Economy Class,Portland , Mexico City       ,Direct Flight,Couple Leisure,United States,Not Specified,"Orlando to Madison via Atlanta. On my connecting flight from Orlando to Atlanta they had a particularly full flight. Thus, they offered a complimentary service to check my luggage. My luggage was then left in Atlanta. Moreover, my time in Madison is limited and I would appreciate having clean clothes and medications while I'm here."
2064,2,4,January,2016,Economy Class,DCA , ATL        ,Direct Flight,Solo Leisure,United States,Not Specified,"I vowed years ago to never fly Delta again but had no choice this holiday season as my daughter and I were returning from a cruise out of Miami. Unfortunately, Southwest did not fly into Miami and we were forced to fly Delta. On our return, we flew into Laguardia and waited to board our last flight to finally get home, when we were told there was a medical emergency on board and the plane would be late. As time went by the reason was quickly changed to bad weather so that the airline would not be responsible for any expenses they would have to pay out to their customers. Most of us were rerouted the next morning at 6:00am first bound for Atlanta, and then returning north to our final destination. I can't tell you how many passengers were left without a place to go, (they told us the terminal would be closed overnight,) and when we asked for food vouchers and water, we were all told that ""Delta no longer provides these things for their customers when flights are cancelled."" Had they not told their usual lies, many of us could have helped ourselves before it was too late. With a whole lot of angry people demanding answers, I would have hated to be the one behind the counter. We all asked to speak to the supervisor - she was of no help whatsoever. Some of us gathered people who lived in the same areas and made the decision to rent cars and trucks to get home as most weren't going to chance being marooned in another airport. We felt that Delta had abandoned it's customers."
2065,4,3,January,2016,Economy Class,Bogota , Seattle        ,Direct Flight,Solo Leisure,United States,Not Specified,"Syracuse to Boston via New Year JFK. Flight from SYR to JFK was on time and uneventful. The normal 55 minutes or so. Landed minutes before noon at Gate B45 and was delighted to find that my connection to Boston was going out from Gate B44. Delighted until the gate agent at arrival said there would be a delay due to ""no pilot"". From that point onward the departure kept changing later and later. The gate agent, though polite, had no information to offer. Kept repeating ""we're waiting for an incoming flight"". We knew that already. Since I also had an onward connection to Cape Cod at Logan, I was concerned that I might miss the last flight. The delay and lack of any real information was maddening. The gate people, to their credit, brought out snacks, water and soda. Finally had a plane arrive and had a lengthy boarding process with a lot of counting and re-counting passengers. Finally arrived in Boston at 5pm. A very long day and still not home. Why can't an airline simply tell their passengers what's going on?"
2066,3,3,January,2016,Economy Class,JFK , SEA        ,Direct Flight,Family Leisure,United States,Not Specified,Missoula to Seattle. No seat assignment was able to be obtained at time of booking which was far in advance of our trip date. Flight was overbooked by three seats and seats weren't to be assigned until actual boarding time. They wouldn't begin boarding the flight until three passengers opted out but no departure time for a subsequent flight was ever announced. Our family was not able to sit together. The flight was one hour late arriving in Seattle and many passengers were either too late for their connecting flight or were very rushed to make their connections. No hot beverages were served. In the future we will only fly with Delta as a last resort.
2067,9,2,January,2016,Economy Class,BHM , LHR , ATL      ,Solo Leisure,United Kingdom,Not Specified,"London to Cancun via Atlanta. Brilliant service from cabin crew and extras offered - good food on the long haul stint of the trip to Atlanta. For an economy ticket I was very impressed. Nothing was an issue for service staff on the airplane. I wasn't too sure what to expect, but made a great start to my holiday. My only improvement would be made to the ground staff in London Heathrow who were okay but miserable. "
2068,6,2,January,2016,Economy Class,JFK , AMS        ,Direct Flight,Family Leisure,Mexico,Not Specified,"Delta Air Lines flight was on time, AMS-ATL, Boeing 747-400. Cabin crew were friendly, helpful, cheerful. Entertainment systems were very nice and had a big selection of movies. It was a pretty calm flight considering the flight was completely full but the flight attendants were quick and professional. Flight had delay of 1 hour, ATL-MEX, Boeing 737-700 but for a 3.5 hour flight it had an entertainment system at each seat, food was ok, flight attendants were friendly and cheerful."
2069,8,31,December,2015,Business Class,MEM , ICT , ATL      ,Couple Leisure,Japan,Not Specified,"I usually fly business class, but on short hauls like this Tokyo Narita to Bangkok I can deal with economy. On the Delta Air Lines Boeing 767 you have seating of 2-3-2 in economy, so it is not bad with a companion. The plane is old, but was refurbished a few years ago so they have good AVOD. The food going and coming was actually good. The FA's were quick and efficient and even smiled. The economy seat gets hard on your lower back after 3 hours. Seat pitch was tolerable. Surprised that it all went well and was uneventful. Gogo in-flight wifi was not available. I do not think that the 767-300ER is a good one for business class. It looked really cramped."
2070,1,31,December,2015,Economy Class,Atlanta , Nassau        ,Direct Flight,Couple Leisure,Canada,Not Specified,"Toronto to Shanghai via Detroit with Delta Air Lines. This review covers the flight from Detroit to Shanghai. Flight left three hours late. Not sure why, but had to move a plane from Atlanta. Not one announcement in the lounge of the delay. Crew handled themselves well. Service was spotty but the worst was the food served after we left Detroit. The main course was inedible and I felt badly for the folks who had to serve it. Apparently it was a new menu and lots of complaints. Maybe the economy meal was better. Won't be flying Delta overseas again."
2071,2,30,December,2015,First Class,Calgary , Seattle        ,Direct Flight,Business,United States,Not Specified,"I flew Detroit to Nashville on business in February 2015. The flight was overbooked and I volunteered to give up my seat and take an electronic voucher. The voucher was good for one year. Due to personal issues, I was not able to use the voucher and wanted to book a flight for my son. The customer service rep tried to help me, but he needed permission from his supervisor to override the rule and book the flight for my son. The Supervisor denied my request. I waited on the phone for 44 minutes  to be told the voucher will be useless. I certainly would not have wasted my time in an airport if I had known all of the rules attached to the voucher. I was doing Delta a favor by volunteering and obviously they are able to override this rule, or the customer service rep would not have tried. I am very dissapointed in an airline that was always my first choice when traveling for work. Delta will no longer be my choice of airlines."
2072,1,30,December,2015,Economy Class,SEA , AMS        ,Direct Flight,Couple Leisure,United States,Not Specified,"The first 3 legs of the trip to Colombia and back where first class (5 stars all the way). Then áºƒe get on the plane to Seattle from Bogota. An old tired 757 with no in seat entertainment. Reminder we were flying first/business class. No mention that the 5 hour flight will have no in seat entertainment. No mention that you can bring your own device, just power it up cause there are no charging outlets. Ok, try connecting to the gogo service, which is 'powered by oracle' and for those of you more in the know Oracle is not exactly a 'streaming video' company. Ok, try to connect to the video service Nothing works, for anyone around as well. IPad, windows android devices all have the same issue. Contact support. 30 minutes later (and ample battery later) nothing works and I get a voucher for free internet (which doesn't include Netflix/amazon or any known video service). Terrible experience. Especially first/business class."
2073,1,30,December,2015,Economy Class,LGA , RSW        ,Direct Flight,Couple Leisure,United States,Not Specified,"Paris CDG to Philadelphia. If you fly Delta Air Lines internationally just make sure you get an actual Delta Air Lines flight and not a KLM or Air France flight, since they ignored seat assignments made on the Delta Air Lines website. When you complain they just shrug their shoulders while Delta can't explain anything. Personally, I will never fly Delta internationally again."
2074,1,29,December,2015,Business Class,LIT , ATL        ,Direct Flight,Family Leisure,Canada,Not Specified,"Our flight of 5 passengers including 1 infant and 2 young children from San Francisco to Toronto via Atlanta on Dec 28/15 was delayed by 3 hours which resulted in us missing our subsequent connection flight. Instead of letting us get on the delayed flight and letting the Atlanta staff deal with the connections which were all overbooked, the check-in counter staff put us at a hotel for the night and got us on a direct flight the following the morning. I have flown with 20+ airlines and traveled to 40+ countries. I am very impressed with Delta's courteous customer service and the thoughtful solution provided."
2075,1,27,December,2015,Economy Class,New York , Heathrow       ,Direct Flight,Couple Leisure,Netherlands,Not Specified,"TPA to AMS. I originally booked through ATL but weather there resulted in huge delays so we were rushed on a flight to DTW. This also ruined our plan to meet up with friends on the connecting flight from ATL to AMS. they were flying in from MIA. In Detroit I received message they were rerouted through JFK to be flying on KLM. I checked my aps and saw that flight to be wide open as well as a connecting flight from DTW to JFK. So in the main lounge of Delta I asked a ticketing agent if they could reroute us through JFK. I knew that since we were already involuntary rerouters, our ticket status would allow that. The agent said he could, then asked a supervisor who only saw trouble and problems, then said: sorry no seats on the flight to JFK. I just like to make a point that ticketing agents should not lie to  customers. Delta's systems are so transparent that such lies wont hold. I did not persist but when I left the lounge for my flight to Amsterdam the JFK flight was boarding and the flatscreen said it had 20 open seats and that only 89 out of 117 had checked in which meant 48 open seats.  On the flight to Amsterdam I was in row 6 - food orders were taking from the back and when it was my turn, I was only offered one out 3 food choices, the rest had finished. The food was terrible. When i mentioned it to a FA, I was told to contact Delta.com. Everything about the service was rushed and done in such a way it was convenient for the FA's : we took off at 4:15 pm. we were ordered to close blinds, then the lights were shut off. Dinner was rushed. Message: get to sleep. However when it was time for breakfast: no mercy: full lights on."
2076,2,26,December,2015,Economy Class,AUS , BRU , ATL      ,Family Leisure,United States,Not Specified,"I went on Delta to Seattle via Denver. The service was pretty good, even though the plane itself was small. The refreshments onboard was good enough for a 2hr 30 min flight. The pliot flew the plane well and gave us a soft landing at Tacoma Airport. Overall, Delta Airlines is a great airline."
2077,9,26,December,2015,Premium Economy,SXM , New York JFK      ,Direct Flight,Family Leisure,United States,Not Specified,"Portland to Mexico City with Delta Air Lines, and I have been waiting in the airport for 3 hours now. They keep saying that we will start boarding in 10 minutes but nothing happens. The last time I flew Delta we got delayed 10 hours and they did not give any reason why. I have had enough with the poor service and tardy arrivals."
2078,10,26,December,2015,Economy Class,DAY , ABQ , ATL      ,Family Leisure,United States,Not Specified,"Upon entering the plane, another passenger was seated in my seat. My husband suggested that he was in the wrong seat. The man immediately became verbally abusive to my husband and; I and I was scared because we were traveling with my daughter and a pet. The stewardesses instead of coming to our aid, we complaining that we were holding up people boarding. One flight attendant from the back of the plane came to our aid and said I should accompany her to the back of the plane while the situation was resolved. Meanwhile the man continued to harass my husband and daughter. Once people were seated, a flight attendant came to the area and tried to get the man to show his boarding pass. He continued to refuse this request. Eventually he showed his boarding pass but refused to move. I was told I would have to sit across the aisle. He continue to harass my husband during the flight. He threw trash in the aisle in my direction. He made cell phone calls during the flight. Nothing was done or said to him. He placed empty drink cups in the aisle saying he hoped the attendants tripped on them. At the end of the flight, he refused to stand up to let my husband & daughter out of their seats. We complained at the airport but were left as unimportant and not necessary to deal with. Nothing was done to ensure our connecting flight would be more pleasant. I will never reserve again with Delta. On our way to a different terminal I was instructed by a Delta pilot to put my pet back in her carrier. I was trying to give her some water. I did as he requested, but he continued to get in my face to tell me he was ""doing me a favor"" and I should be appreciative. After my experience on the plane, the last thing I wanted was a Delta employee telling me how ""helpful"" they were."
2079,1,26,December,2015,First Class,AMS , TPA , ATL      ,Solo Leisure,United States,Not Specified,"Never again will I fly with these jokers! My flight on the morning of December 25 was canceled 12 hours prior to departure and I was rebooked on an 6 hour longer itinerary 40 hours later. The messages they sent did not even include the word ""sorry."" The customer ""service"" phone numbers on the email were unreachable from outside the US. When I finally found the hidden local number, the curt person at the other end informed me that they would do nothing for me: no hotel voucher or reimbursement, no upgrade, no free drink, no mile, no polite apology. I used to think that United was the worst airline on this route. I was wrong."
2080,9,25,December,2015,Business Class,TVC , DTW        ,Direct Flight,Family Leisure,United States,Not Specified,"Delta just cancelled our flight today from New York JFK to Seattle, some 5 hours prior. They claim due to bad weather in other cities that have put their pilots over their time limit. Does Delta management have any clue in how to account for bad weather? Delta says they are not responsible for weather, but the bad weather is nor in our departure nor destination city. Delta says that our loss in hotel and prepaid activities are, in short, tough luck. Here is a platinum member that will be rethinking loyalty for 2016."
2081,1,25,December,2015,Premium Economy,SFO , BUF , DTW      ,Family Leisure,United States,Not Specified,"Mechanical issues out of BHM on A320, but we were updated every few mins by cabin crew-which eased the tension as I only had a 42 minute connection in ATL. Just about made the connection. Overall not bad on the eastbound legs. Food outstanding out of ATL. Good service, a little stand off-ish, but generally good. Arrived LHR 40 mins early. No Line at fast track and bags already on carousel so overall a good experience. LHR-BHM wasn't quite so smooth. Food terrible & this is not an understatement. I had baked cod that was described as crispy, but in fact was chewy and slightly rancid, so I didn't eat it. As I usually find eating in a plane more of a diversion than anything else I was happy to pass on the food. My son chose basil tortellini but bizarrely came in a cream green curry sauce. Not sure what the were thinking when they came up with this menu. Not nearly as good as Eastboud USA origination. My wife had the oxtail that she said was really nice, so I guess my son and I just made poor choices. Service (apart from 1 FA) could only be described as frosty. Landed ATL 20 mins early. Security a breeze. Now the fun begins. I picked up a text from DL to inform me connection was delayed by 45 mins, no big deal here, but as it was last flight out on Xmas eve and seeing the lines for rebooking I was starting to get a bad feeling. Then the flight delayed another hour. The heart starts to pound a little more, then 15 mins before boarding and it gets cancelled. Was then given 2 options 9.55pm on Xmas day or 6.10, but couldn't accommodate all 3 of us so we would have to choose who was in which flight. Really! Delta sucks when it comes to these type of occurrences. Yes, the delay was weather related and was mostly out of their control, but to have no reasonable back up plan is poor. They had already cancelled one of the earlier ATL-BHM flights, so surely could have anticipated this a little better. In the end I managed to get a car from Avis and drive myself, so all was not lost. If I had taken Delta's option I'd no doubt be feeling a little like Tom Hanks in the 'traveller'! To be fair to Delta they did offer a hotel for the night. I think I'm more frustrated that it was Xmas, than anything else."
2082,5,25,December,2015,Economy Class,MSY , YYZ , ATL      ,Couple Leisure,United States,Not Specified,"So our flight hasn't even taken off yet. And already there is an issue. We had upgraded to Delta comfort on our flight from New York JFK to Amsterdam, a long international flight. The biggest reason for this is there were only 2 seats in the row which was perfect for my fiancÃ© and I. However, upon checking in - we find our row now has 3 seats - and I'm at the window. And she is in the aisle. With someone in between us. We called Delta and they apologized, but could do nothing about it. It's our first big international trip and either we are apart from each other the whole flight or someone is getting stuck in the middle. Neither of which is very appealing. We normally only fly American. I guess we should have stuck with what we know instead of taking a chance on Delta."
2083,8,25,December,2015,Economy Class,Amsterdam , Newark        ,Direct Flight,Solo Leisure,United States,Not Specified,"Inclement weather at my connection caused reroutes and significant delays, obviously very frustrating, but the Delta crews were professional and helpful throughout the ordeal - making sure we had drinks and snacks and even ordered pizzas for us when we were diverted to Huntsville to wait out the storm. Really pleased with the team members on each leg of my flight and in the terminals. They were so friendly and sincere despite the pushback they were likely getting from many passengers. Delta continues to make themselves my airline of choice. Thanks to the ATL and MSP based crews, appreciated you all today!"
2084,3,25,December,2015,Economy Class,HNL , PHX , LAX      ,Solo Leisure,United States,Not Specified,Our flight was repeatedly moved from gate to gate for 6 hours and then canceled without letting anyone know. They were too cowardly to announce that our flight was canceled overhead and just ignored the passengers till we figured it out. This all happened on Christmas eve! Hundreds of Delta passengers were stranded in an airport on Xmas eve and they gave us no answers and no apologies or vouchers were offered. The staff was incredibly callous and unsympathetic. They had 1 customer service rep to help over a hundred people in line. The situation was handled so badly. I've never been treated so poorly by an airline. I will never fly Delta again.
2085,1,24,December,2015,Economy Class,BHM , ATL        ,Direct Flight,Family Leisure,Canada,Not Specified,"They boarded us on the plane, knowing that there was a mechanical issue on the flight, and made us wait an hour and a half, without updating us very frequently. At the end, they ended up de-planing us, made us walk back through customs and immigration, and then had a large line-up to re-book flights. When they booked us on a flight, they ended up delaying that flight without telling us, and then they tried to put us on another airline very last minute, made us walk all the way to the other end of the airport where the counter told us that flight had already left. So we had to come all the way back and they are trying to rebook us from scratch. Wasted an entire day at the airport and there are still no definitive answers. The service was friendly though."
2086,5,24,December,2015,First Class,Seattle , Boise        ,Direct Flight,Family Leisure,United Kingdom,Not Specified,"Seattle to Amsterdam, a 10 hour flight and my wife and I are not even sitting next to each other on Christmas Eve. Unacceptable Delta does not honor preferred seat request even if tickets are bought 4 months in advance. Very poor customer service. People at the desk are nice just doing there jobs. I will never fly with Delta again even if the long haul flight was free. Watch out for operated by. Sorry KLM and Air France, you guys lost my money as well."
2087,2,24,December,2015,Economy Class,AUS , BOS , ATL      ,Family Leisure,United States,Not Specified,"We a family of four flew Delta Air Lines from La Guardia, NYC to Fort Myers, Florida. Severe delay in flight. One seat was downgraded due to being oversold according to ticket. First class stated dinner but we were only provided water. Service was non existent. Value for money was not given. Would not recommend flying Delta."
2088,10,24,December,2015,Economy Class,HNL , SEA        ,Direct Flight,Couple Leisure,United States,Not Specified,"Little Rock to Atlanta. We've been diverted to a different airport without a Delta hub because the plane was not fully filled up with fuel so it couldn't be rerouted to an airport with a Delta hub. Why was the plane not fully fueled for a 6am flight knowing that weather was bad in ATL with was supposed to be a 1.5hr flight and now it has turned into sitting on a tarmac for 3 hours with no food, drinks, blankets, one bathroom and having the air freezing inside. Unprofessional flight attendants while explaining the safety instructions was getting into her carry on to get gum instead of instruct. Then when she is walking through to make sure everyone is buckled up before we take off she's drinking a Starbucks! Unprofessional!"
